id,ticket_text,category,priority
8471,acesso à pasta no J,Fileservice,Medium
3817,DFS Replication is[LOCATION]working!DFS replication between[LOCATION]and[LOCATION]is[LOCATION]working in both direction,Fileservice,Medium
6385,Status des Systems [SERVER],Software,Medium
12,Windows user [NAME] can use users deplewsk office 365 without password,O365,Medium
4676,Firewalleinstellung AardevoGuten Tag.    Wir haben bei Aardevo wahrscheinlich ein Problem mit der Firewalleinstellung. Wenn wir (auf 2 Computern hier in Nagele getestet) die folgenden Accessordner öffnen. laden sie entweder extrem langsam bzw. reagieren nach einer Zeit nicht mehr und lassen sich dann auch nicht mehr schließen. nur noch durch runterfahren des Computers.    J:/ST_MAS/Markerauftrag_2018/ Markerauftrag_Frontend_Zuechter (2)  J:/ST_MAS/Markerauftrag_2018/ Markerauftrag_Frontend_Markerleute  J:/ST_MAS/Markerauftrag_2018/ Markerauftrag_Zwischenablage_Zuechter_erweitert    In Einbeck funktioniert der Zugang einwandfrei.    Wir sind vom Funktionieren sehr abhängig. weshalb es gut wäre. wenn sie schnellst möglich eine Lösung finden könnten. Vielen Dank!    Mit freundlichen Grüßen.  [NAME]  ,Support general,Medium
1103,[TICKET ID] - New Support Ticket received  - Bloqueio e cancelamento de usuário - [NAME] [NAME],Active Directory,Medium
1029,[TICKET ID] - New information received on closed ticket  - [COMPANY] internet - cannot access training registration,Support general,Medium
8758,Locked out of emailI cant log onto email on phone or the computer.  It asks for sign in but fails,Support general,Medium
201,Access Driver J,Fileservice,Medium
1656,File Share Access - [TICKET ID] - [ADDRESS]. [NAME] ([COMPANY]A. [LOCATION]),Fileservice,Medium
1896,Create Shared Mailbox - [EMAIL] - [EMAIL],Support general,Medium
1905,File Share Access - [TICKET ID] - [NAME] ([COMPANY] [LOCATION]),Fileservice,Medium
1917,File Share Access - [TICKET ID] - [NAME] ([COMPANY] [LOCATION]),Fileservice,Medium
13926,Acesso ao e-mail marketing e comunicação,Support general,Medium
1971,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,Medium
6665,The following system must be set to End Of Life in Nexthink and checked for[LOCATION]reservations:  [SERVER]  -Automated ticket creation-Please remove the system from Nexthink according to the[LOCATION]process and please verify if any[LOCATION]reservations exist. If yes. please remove reservations and note down the corresponding IP(s) and inform [COMPANY] network team to remove firewall rules if there are any.,EOL,High
2028,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,Medium
1780,Shared Mailbox Access - [AWS_ACCESS_KEY] - [EMAIL],Support general,Medium
2085,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,Medium
1226,[TICKET ID] - New Support Ticket received  - google earth,Software,Medium
2330,Shared Mailbox Access - [AWS_ACCESS_KEY] - [EMAIL],Support general,Medium
9831,The following system must be set to End Of Life in Nexthink and checked for[LOCATION]reservations:  [SERVER]  -Automated ticket creation-Please remove the system from Nexthink according to the[LOCATION]process and please verify if any[LOCATION]reservations exist. If yes. please remove reservations and note down the corresponding IP(s) and inform [COMPANY] network team to remove firewall rules if there are any.,EOL,High
67,Basis User - [TICKET ID] -Service Request: Basis User     Create Windows account for internal user       Firstname:  [NAME]  Lastname:  [NAME] Center:  174454  Company:    Department:  [LOCATION]  Street:    ZIP:    City:    Country:  [ADDRESS]  Office:       Important: Please set the EA10 to the following value: [USERNAME]@Felipe (leave blank. when empty)  Please create Exchange and Skype account.  The user needs at least the following access permissions:  (RW) H:/%username%  (RO) J:/Auftrag  (RW) J:/Info  (RW) J:/Transfer  (RO) J:/Vorlagen  Access to [COMPANY] intranet  Access to [SOFTWARE] ([SERVER])  Requestor:  [NAME] ([COMPANY]. [LOCATION])     Desired date:  Jan 30 2019 12:00AM     Additional information:   Der neue Kollege startet am 01.02.2019,Support general,Medium
1902,File Share Access - [TICKET ID] - [NAME] ([COMPANY] [LOCATION]),Fileservice,Medium
10374,File Share Access - [TICKET ID] - [USERNAME]. [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [USERNAME]. Gerrit ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:  J:/Raumbuchungen     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
11009,Wireless driver for [NAME]When he unplugs and reconnects her laptop. it doesnt connect - I suspect its a driver issue. Can anyone help please    [NAME]BA. PMP. CISSP      Head of IT  [COMPANY] Services North America  Phone [PHONE]         Mobile [PHONE]  [EMAIL]<mailto:[EMAIL]>            [URL]>    ,Computer-Services,Medium
3830,Initiated by GIT: Missing connection to all securitytools on system [SERVER],Software,Medium
1842,Shared Mailbox Access - [ADDRESS] - [EMAIL],Support general,Medium
354,need to change Hostname,Active Directory,Medium
2164,Remove unauthorized e-mail forwarding to external,Support general,Medium
1539,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,Medium
1568,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,Medium
1701,Shared Mailbox Access - [TICKET ID] - [EMAIL],Support general,Medium
1690,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,Medium
2462,The following system must be set to End Of Life in Nexthink and checked for[LOCATION]reservations:  [SERVER]  -Automated ticket creation-Please remove the system from Nexthink according to the[LOCATION]process and please verify if any[LOCATION]reservations exist. If yes. please remove reservations and note down the corresponding IP(s) and inform [COMPANY] network team to remove firewall rules if there are any.,EOL,High
1869,Remove File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,Medium
624,[TICKET ID] - A Support Ticket was forwarded to your role  - Wrong OU. display name and email signature,O365,Medium
1767,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION]),Fileservice,Medium
1135,[TICKET ID] - A Support Ticket was forwarded to your role  - Problema para ingresar a una pagina,Support general,Medium
1315,[TICKET ID] - New Support Ticket received  - New User - [NAME] [USERNAME],Active Directory,Medium
4129,Basis User - [TICKET ID] - [NAME]. [NAME] ([COMPANY]. [LOCATION])Service Request: Basis User     Create Windows account for internal user  [USERNAME] [NAME] ([COMPANY]. [LOCATION])     Firstname:  [NAME]  Lastname:  [NAME]  Cost Center:  44256  Company:  SEMILLAS [COMPANY] Chile Ltda.  Department:  [COMPANY]_BR-[ADDRESS] Km 79  ZIP:  [ADDRESS]  City:  [ADDRESS]  Country:  [ADDRESS]  Office:       Important: Please set the EA10 to the following value: 13273 (leave blank. when empty)  Please create Exchange and Skype account.  The user needs at least the following access permissions:  Access to [SOFTWARE] ([SERVER])  Requestor: [NAME] ([COMPANY]. [LOCATION])     Desired date:  Aug 17 2018  5:00AM     Additional information:   Please. change his mail account to [EMAIL] Please. grant the same access and profile as user [NAME],Active Directory,Medium
716,[TICKET ID] - New Support Ticket received  - Basis User - [USERNAME] - Klemm. [NAME] ([COMPANY]. [LOCATION]),Support general,Medium
724,[TICKET ID] - New Support Ticket received  - Basis User - [USERNAME] -,Support general,Medium
1666,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION]),Fileservice,Medium
770,[TICKET ID] - A Support Ticket was forwarded to you  - firma en email sufre alteraciones,O365,Medium
5864,Recuperar documento excel,O365,Medium
1198,[TICKET ID] - A Support Ticket was forwarded to you  - need install printer,Computer-Services,Medium
2086,Shared Mailbox Access - [ADDRESS] - [EMAIL],Support general,Medium
1732,File Share Access - [TICKET ID] - [NAME] ([COMPANY]F. [LOCATION]),Fileservice,Medium
2268,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,Medium
2292,Shared Mailbox Access - [AWS_ACCESS_KEY] - [EMAIL],Support general,Medium
5154,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [USERNAME]. [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:      J:/CE-STA/      please create the folder if it does not yet exist and give R/W access for this and all subfolders.        Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
1454,WG: VPN/Serverzugriff -- fehlende Berechtigung,Support general,Medium
1939,File Share Access - [TICKET ID] - Peters. Ole ([COMPANY]A. [LOCATION]),Fileservice,Medium
2499,Skype Meeting Button Berechtigung erteilen auf [EMAIL],O365,Medium
1777,Shared Mailbox Access - [AWS_ACCESS_KEY] - [EMAIL],Support general,Medium
14145,File Share Access - [TICKET ID] - [USERNAME]. Adrian ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [USERNAME]. ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:  J:/PSM-Tool     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
11338,The following system must be set to End Of Life in Nexthink and checked for[LOCATION]reservations:  [SERVER]  -Automated ticket creation-Please remove the system from Nexthink according to the[LOCATION]process and please verify if any[LOCATION]reservations exist. If yes. please remove reservations and note down the corresponding IP(s) and inform [COMPANY] network team to remove firewall rules if there are any.,EOL,High
1577,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,Medium
1298,[TICKET ID] - New Support Ticket received  - [COMPANY]ulos de Segurança banco do Brasil - Itau e Caixa,Software,Medium
1487,File Share Access - [TICKET ID] - Pintos. [NAME] ([COMPANY]. [LOCATION]),Fileservice,Medium
9934,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. BRLM)Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. BRLM) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:      N:/[SERVER]/[USERNAME]        R/W including all subfolders.         Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
6576,configure access to use kes group all usersPlease configure for the mailbox [EMAIL] the right to use the [COMPANY] group all users mail distribution group.  Please forward ticket to BEAS.  Request is appoved!  [NAME],Active Directory,Medium
942,[TICKET ID] - New Support Ticket received  - Server,Support general,Medium
2216,Shared Mailbox Access - [AWS_ACCESS_KEY] - [EMAIL],Support general,Medium
2313,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,Medium
1655,Shared Mailbox Access - [AWS_ACCESS_KEY] - [EMAIL],Support general,Medium
2300,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,Medium
623,[TICKET ID] - A Support Ticket was forwarded to your role  - Wrong OU.  display name and email signature,O365,Medium
10993,File Share Access - [TICKET ID] - [NAME]OliverService Request: File Share Access     Grant access to file share for the following user:  [NAME]Oliver (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:  J:/MA-BD     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
2219,Shared Mailbox Access - [ADDRESS] - [EMAIL],Support general,Medium
6441,acceso al N,Fileservice,Medium
1835,not getting mails from [SOFTWARE],Support general,Medium
4128,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:  J:/[COMPANY]/HR     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
1879,Shared Mailbox Access - [TICKET ID] - [EMAIL],Support general,Medium
729,[TICKET ID] - New Support Ticket received  - Remove File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION]),Fileservice,Medium
1716,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,Medium
4673,Review Email configuration for [NAME],Support general,Medium
2260,File Share Access - [TICKET ID] - [NAME] (KWA. [LOCATION]),Fileservice,Medium
1590,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,Medium
1333,[TICKET ID] - New Support Ticket received  - busqueda citrix mas lvs,Software,Medium
7894,Excel file in Sharepoint corrupted,Software,Medium
2200,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION]),Fileservice,Medium
1696,File Share Access - [TICKET ID] - Pracki. [NAME] ([COMPANY]. [LOCATION]),Fileservice,Medium
6580,The following system must be set to End Of Life in Nexthink and checked for[LOCATION]reservations:  [SERVER]  -Automated ticket creation-Please remove the system from Nexthink according to the[LOCATION]process and please verify if any[LOCATION]reservations exist. If yes. please remove reservations and note down the corresponding IP(s) and inform [COMPANY] network team to remove firewall rules if there are any.,EOL,High
1715,Shared Mailbox Access - [ADDRESS] - [EMAIL],Support general,Medium
2280,File Share Access - [TICKET ID] - [NAME] ([COMPANY]D. [LOCATION]),Fileservice,Medium
9692,<J:/CREDITO/[NAME]/__DOCUMENTOS> DE CLIENTES - RENOVAÇÕES/[NAME]/[NAME],Fileservice,Medium
13881,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:  J:/Topf- und Substratbestellungen     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:  J:/Topf- und Substratbestellungen,Fileservice,Medium
791,[TICKET ID] - A Support Ticket was forwarded to you  - Adicionar novo colaborador ,Active Directory,Medium
778,[TICKET ID] - A Support Ticket was forwarded to your role  - [NAME] Citrix and J drive effects on LT,Software,Medium
7500,Password change over VPN,Active Directory,Medium
10818,Permitir acesso a pasta da rede,Fileservice,Medium
1882,Create Shared Mailbox - [EMAIL] - my[COMPANY]-[NAME],Support general,Medium
1569,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,Medium
1557,Shared Mailbox Access - [AWS_ACCESS_KEY] - [EMAIL],Support general,Medium
4373,Instalação de ImpressoraInstalação de impressora HP LaserJet P1102w.,Computer-Services,Medium
7787,Light User for external - [TICKET ID] - [NAME]Service Request: Light User for external  Create Light user for [NAME]     Firstname: [NAME]  Lastname: [NAME]ailaddress: [EMAIL]  Phone: [PHONE]  Cost Center: 44288  Function: Lecturer  Company: GI  Department: KW-[ADDRESS] – [ADDRESS] 428 [ADDRESS] – [ADDRESS].  ZIP:[LOCATION][ADDRESS]  City: [ADDRESS]  Country: [ADDRESS]  Location:[LOCATION] Office:   Expiration date: Jan 24 2020  3:00AM     Important: Please indicate in EA14 that it is an external user.     Requestor: [NAME] [ADDRESS] [NAME] ([COMPANY]. [LOCATION])     Desired date: Jan 24 2019  3:00AM     Additional information:,Support general,Medium
1793,File Share Access - [TICKET ID] - [NAME] (KWA. [LOCATION]),Fileservice,Medium
1822,Create Shared Mailbox - [TICKET ID] - [EMAIL],Support general,Medium
666,[TICKET ID] - New Support Ticket received  - Basis User - [USERNAME] - [NAME] ([COMPANY]. [NAME]),Support general,Medium
1220,[TICKET ID] - New Support Ticket received  - Safenet Mobilpass setup,Support general,Medium
5654,VPN UpdateDear IT.My[LOCATION]connection updated. but maintain the same layout as the one before. The connection does not give me the options to which each connection I will choose.Anyway. according to my[LOCATION]Manager. my computer does not updated correctly.Could anyone check my computer and this connection update?Thanks.  ,Support general,Medium
1546,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,Medium
1027,[TICKET ID] - New Support Ticket received  - Actualización certificado [NAME],Support general,Medium
5330,File Share Access - [TICKET ID] -  [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:   [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:  Laufwerk J:[LOCATION]     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:  Zugriff auf Laufwerk J:[LOCATION]wird benötigt.  Besten Dank [NAME],Fileservice,Medium
11437,[SERVER] - McAfee Agent issue,Software,Medium
1918,Shared Mailbox Access - [AWS_ACCESS_KEY] - [EMAIL],Support general,Medium
8698,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [USERNAME]. Benoit ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:      J:/CE-STA/        please create the folder and give R/W access for this and all subfolders.        Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
940,[TICKET ID] - A Support Ticket was forwarded to you  - RE: Decision for Order required: #[TICKET ID] - Install request,Software,Medium
903,[TICKET ID] - New information received on closed ticket  - Initiated by [COMPANY][LOCATION]- Vulnerable Windows Defender on [SERVER],Support general,Medium
4793,Printer installation -,Computer-Services,Medium
1234,[TICKET ID] - New Support Ticket received  - R & Rstudio re-installation,Software,Medium
1165,[TICKET ID] - New Support Ticket received  - pagina campus achs,Support general,Medium
1886,Shared Mailbox Access - [ADDRESS] - [EMAIL],Support general,Medium
1713,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION]),Fileservice,Medium
4313,exportar lista de e-mailsGostaria de solicitar um export da lista de e-mails. preferencialmente de excel (.csv) mas pode ser qualquer outra extenção.,O365,Medium
1363,[TICKET ID] - New Support Ticket received  - Acesso Skype,O365,Medium
7533,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:      N:/[SERVER]/STA-LEM    N:/[SERVER]/STA-CAM    N:/[SERVER]/STA-[LOCATION]    N:/[SERVER]/STA-PGRO        R/W including all subfolders.         Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
2162,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,Medium
2359,Erhöhung des Arbeitsspeichers / Speicherplatzerhöhung auf [SERVER],Software,Medium
1984,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,Medium
1221,[TICKET ID] - New Support Ticket received  - visual studio,Software,Medium
1370,[TICKET ID] - A Support Ticket was forwarded to your role  - activacion blackverry work,Support general,Medium
957,[TICKET ID] - New Support Ticket received  - Atualização,Software,Medium
837,[TICKET ID] - New Support Ticket received  - liberação,Fileservice,Medium
5254,E-Mail Verteiler [SERVER]-SFO und [SERVER] M. [NAME],Active Directory,Medium
11562,Solicito arquivo de backup do arquivo,Fileservice,Medium
1698,Shared Mailbox Access - [TICKET ID] - [EMAIL],Support general,Medium
1990,Shared Mailbox Access - [AWS_ACCESS_KEY] - [EMAIL],Support general,Medium
2255,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,Medium
1495,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,Medium
2021,File Share Access - [TICKET ID] - [NAME] ([COMPANY]),Fileservice,Medium
1586,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,Medium
1457,(2020040620122) Verizon Initial Notification,Support general,Medium
1740,Shared Mailbox Access - [ADDRESS] - [EMAIL],Support general,Medium
939,[TICKET ID] - A Support Ticket was forwarded to you  - Leaving Employee - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION]),Active Directory,Medium
9150,The following system must be set to End Of Life in Nexthink and checked for[LOCATION]reservations:  [SERVER]  -Automated ticket creation-Please remove the system from Nexthink according to the[LOCATION]process and please verify if any[LOCATION]reservations exist. If yes. please remove reservations and note down the corresponding IP(s) and inform [COMPANY] network team to remove firewall rules if there are any.,EOL,High
871,[TICKET ID] - New Support Ticket received  - PROGRAMA,Software,Medium
2864,File Share Access - [TICKET ID] -Service Request: File Share Access     Grant access to file share for the following user:   (Username: )  Access Type: (RW) Read / Write  File Share:  J:/[COMPANY]/HR     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:  Bitte aufnehmen in den Verteiler: [COMPANY]_HR,Fileservice,Medium
1470,Create Shared Mailbox - [EMAIL] - [EMAIL] ([LOCATION]),Support general,Medium
1756,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,Medium
2234,Create Shared Mailbox - [EMAIL] - [EMAIL],Support general,Medium
1724,Shared Mailbox Access - [ADDRESS] - [EMAIL],Support general,Medium
857,[TICKET ID] - New Support Ticket received  - Acceso a Citrix [NAME],Software,Medium
7645,A budget file is missing out of my folder and have not been able to find it on the computer,Fileservice,Medium
1653,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,Medium
1477,Remove File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION]),Fileservice,Medium
11074,[SERVER] on [SERVER] says offline,Computer-Services,Medium
8058,Computador com atualizações pendentes,Software,Medium
2125,Delete Shared Mailbox - [EMAIL] - [EMAIL]. [LOCATION]),Support general,Medium
1763,Shared Mailbox Access - [ADDRESS] - [EMAIL],Support general,Medium
2549,Add user [COMPANY]up/Brodmann for Leasy Support,Active Directory,Medium
2182,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,Medium
1157,[TICKET ID] - New Support Ticket received  - instalacion[LOCATION],Software,Medium
1017,[TICKET ID] - New Support Ticket received  - Abrir pasta de arquivos do google Drive,Software,Medium
894,[TICKET ID] - A Support Ticket was forwarded to your role  - problemas ingreso a [NAME],Software,Medium
1523,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,Medium
1620,Create Shared Mailbox - [EMAIL] - my[COMPANY] HR,Support general,Medium
794,[TICKET ID] - A Support Ticket was forwarded to your role  - Initiated by [COMPANY][LOCATION]- Vulnerable Teamviewer on [SERVER],Support general,Medium
2233,Remove File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,Medium
11150,Acesso [NAME],Active Directory,Medium
6959,Extraction of users mailbox and OneDrive storage,Support general,Medium
2567,Neuen[LOCATION]User erstellen -  von [NAME]. [NAME],Active Directory,Medium
2274,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION]),Fileservice,Medium
1503,Shared Mailbox Access - [AWS_ACCESS_KEY] - [EMAIL],Support general,Medium
1444,onedrive,O365,Medium
14312,Zugriff Postfach hinzufügen / entfernen,Support general,Medium
1799,File Share Access - [TICKET ID] - [ADDRESS] ([COMPANY]A. [LOCATION]),Fileservice,Medium
1213,[TICKET ID] - New Support Ticket received  - configuracion telefono [NAME],Support general,Medium
10095,Citrix reciver takes very long to open,Software,Medium
4044,Initiated by [COMPANY][LOCATION]- Vulnerable Active X on [SERVER]8,Software,Medium
1898,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,Medium
2054,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,Medium
8626,Email lentoBom dia !!!  Meu email está muito lento. quando pesquiso emails anteriores. para abrir os email.  Gostaria por gentileza que verificassem.  Atenciosamente.,O365,Medium
1860,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,Medium
2309,Shared Mailbox Access - [AWS_ACCESS_KEY] - [EMAIL],Support general,Medium
2022,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,Medium
2068,Shared Mailbox Access - [ADDRESS] - [EMAIL],Support general,Medium
1547,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION]),Fileservice,Medium
3958,Missing connection to McAfee on system [SERVER],Software,Medium
1134,[TICKET ID] - A Support Ticket was forwarded to your role  -  [NAME] locked out of PC,Software,Medium
1428,SR290616 Leaving employee: The user [NAME] ([COMPANY]; [LOCATION]) is going to leave [COMPANY] on 02;01;2018,Active Directory,Medium
4622,sharepoint non accessible,Software,Medium
276,GH Printer Connection Issue,Computer-Services,Medium
1609,User admportz löschen,Active Directory,Medium
266,missing printerOur local printer in [ADDRESS] has disappeared from my laptop. How do I add it back?    Thanks    [NAME]obile: [PHONE]    ,Computer-Services,Medium
10060,Out of office notice on [EMAIL] email,Support general,Medium
4494,Initiated by [COMPANY][LOCATION]- Vulnerable .NET Version on [SERVER],Software,Medium
2190,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,Medium
341,[TICKET ID] - New Support Ticket received  - Mensaje al querer abrir outlook,O365,Medium
2530,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:      N:/[SERVER]/[USERNAME]        R/W including all subfolders.         Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
1100,[TICKET ID] - A Support Ticket was forwarded to you  - Instalar programa BarTender,Software,Medium
2365,Instalación Impresora,Computer-Services,Medium
5500,Initiated by GIT: Missing connection to all securitytools on system [SERVER],Software,Medium
1237,[TICKET ID] - A Support Ticket was forwarded to your role  - check_mk SD Servicealarm: ([SERVER]) [COMPANY] LS Systemmanagement - [SOFTWARE] Depot Server: Filesystem E:/ -[LOCATION]-> CRIT,Support general,Medium
1855,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,Medium
11372,The following system must be set to End Of Life in Nexthink and checked for[LOCATION]reservations:  [SERVER]  -Automated ticket creation-Please remove the system from Nexthink according to the[LOCATION]process and please verify if any[LOCATION]reservations exist. If yes. please remove reservations and note down the corresponding IP(s) and inform [COMPANY] network team to remove firewall rules if there are any.,EOL,High
10605,The following system must be set to End Of Life in Nexthink and checked for[LOCATION]reservations:  [SERVER]  -Automated ticket creation-Please remove the system from Nexthink according to the[LOCATION]process and please verify if any[LOCATION]reservations exist. If yes. please remove reservations and note down the corresponding IP(s) and inform [COMPANY] network team to remove firewall rules if there are any.,EOL,High
2681,Email duplication,Support general,Medium
1329,[TICKET ID] - A Support Ticket was forwarded to your role  - Initiated by [COMPANY][LOCATION]- Vulnerable TeamViewer on [SERVER],Support general,Medium
810,[TICKET ID] - New Support Ticket received  - Relatorio de pedidos em Aberto Discoverer,Software,Medium
14010,Light User for external - [TICKET ID] - [USERNAME]. [NAME]Service Request: Light User for external  Create Light user for [USERNAME]     Firstname: [NAME]  Lastname: [NAME]ailaddress: [EMAIL]  Phone: [PHONE]  Cost Center: 32151  Function: Service Manager Service & Support  Company: [COMPANY] Einsteinstr. 8. [ADDRESS]  Department: [ADDRESS]  ZIP: [ADDRESS]  City: [ADDRESS]  Country: [ADDRESS]  Location:[LOCATION] Office:   Expiration date: Not defined     Important: Please indicate in EA14 that it is an external user.     Requestor: [NAME] ([COMPANY]. [LOCATION])     Desired date: Jan  7 2019 12:00AM     Additional information:,Support general,Medium
698,[TICKET ID] - New Support Ticket received  - Basis User - [USERNAME] - [NAME] ([COMPANY]. [LOCATION]),Support general,Medium
1967,Shared Mailbox Access - [AWS_ACCESS_KEY] - [EMAIL],Support general,Medium
3807,Blocked Website by ProxyPlease allow this site. It is used for the installation of Whitesmoke English editor.    [NAME] received a new laptop and needs Whitesmoke installed    Attached is the correspondence with [NAME] when this was installed on [NAME]s previous computer        Client-IP: [IP_ADDRESS]    Proxy Hostname: [SERVER].[COMPANY]up.ads.dir    Date (local server time): 2018-07-18 14:31:03    URL: [URL]   [LOCATION]Categories: Malicious Sites. Software/Hardware    Reputation: High Risk    Media Type:   [LOCATION]was blocked due to a[LOCATION]Reputation and Categorization lookup result: true   [LOCATION]was blocked due to a dynamic content classification result: false        [COMPANY] GATEWAY RESE[LOCATION] CENTER. LLC. [LOCATION]Park at The Danforth Plant Science Center  [ADDRESS]. [ADDRESS]     Managing Director: [NAME]  Company Headquarters: [ADDRESS]      [URL]  ,Support general,Medium
